"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location"
"0-17",1,-14.3133873343114,0.118176862017358,0.00455408595470788,-0.00015704268418605,0.000300283233015442,-0.000163898399396972,-8.65038181848073e-05,0.000234045716417879,-0.000178237008014109,1.7573432498604e-05,0.000114334380404081,-0.000143503575813387,7.35759251195792e-05,-9.62021731591377e-06,1.16893173188614e-05,3.90815331286049e-05,-0.000190234383724772,0.00027788556206202,-0.000232428448751482,0.000125593905468304,-1.31326702671172e-05,-3.95751733592822e-05,2.30892775520217e-05,-9.31859999412289e-07,-2.96081381212148e-05,4.50555748125558e-05,-4.29756912443455e-06,-2.13512815993551e-05,1.10605210153402e-05,-4.84331338420961e-06,1.8645727885254e-06,-5.58373278020413e-06,-2.72136767508491e-05,0.000137950638621977,-0.000188640823269421,0.000102298724579148,-1.95170727296517e-05,7.78443391406796e-07,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,676.666666666667,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1
"18-49",1,-7.76689016322336,0.151224257469659,-0.00564697803473745,5.87136858606234e-05,-4.79474357478157e-06,-9.22181432497032e-05,7.24449191133017e-06,7.99916752396802e-05,-6.1869230805943e-05,4.98972564099948e-06,3.60812839442932e-05,-5.21784601961329e-05,6.1664016853525e-06,4.36209839469974e-05,-2.75370649547693e-05,6.25627934402506e-07,9.5311183325341e-06,-9.27591262204944e-06,5.4998528883316e-06,-1.75117549453397e-06,-1.34671216246363e-05,1.20121954615258e-05,-2.73115955574606e-05,9.73377211785743e-06,0.000124220459231601,-0.000196684498396436,0.000107509642364813,-1.96473964128917e-05,7.91459293792723e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.68289660963661,0.16128823553168,-0.00488478401831033,4.6697928013849e-05,-3.06847346593731e-06,-7.10186331229227e-05,6.26852246375778e-06,5.01952579228357e-05,-2.74700245514584e-05,-1.3392316305202e-05,2.8208591463096e-06,2.64362754121392e-05,-1.94947572225719e-05,1.68059490429919e-05,-4.09348187126728e-06,-4.21292197773725e-05,4.02652902939696e-05,-2.23544030359492e-06,-3.92866226259257e-05,6.01866783166077e-05,-6.68169805680276e-06,-6.75090993166723e-05,5.84708548804924e-05,-2.58180845676528e-06,-9.30506037975538e-06,1.23152858458533e-06,-5.5574121345941e-06,-4.31914419305464e-05,0.000171401069742795,-0.000216395543723057,0.000112875982064115,-2.11322162609205e-05,8.83847582763552e-07,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.63547633156549,0.188978012305955,0.00195831794941145,-0.000111344258521528,0.000207413707655778,-0.000106365217121334,4.12292038613655e-06,9.42554059926114e-06,-1.18873502446784e-06,-3.88599410894856e-05,8.04013122890224e-05,-6.24977431522834e-05,7.90951700992318e-06,-9.27879637482485e-06,1.67581237054836e-05,0.000158546850466808,-0.00032847376968064,0.000243306816960214,-8.57156270201295e-05,1.66702350270959e-05,-8.30625994385382e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-13.922251285616,0.00283449673074947,-2.25105642367203e-05,1.4069166187545e-08,6.75336199935309e-08,-9.74497601485765e-07,-1.93731978763918e-05,0.000123332181282345,-0.000194846054346515,2.16068918030684e-05,0.000169672205377602,-0.000113816812128133,3.31022776805641e-05,-8.65040410800418e-06,-6.55717409329395e-05,0.000119259822929692,-0.000104055498599831,1.57057532539041e-05,0.000114971327415724,-0.000158079938287752,7.25531928696663e-05,-1.74295358511349e-06,-2.35114226817088e-06,-2.02767474106449e-05,8.02020510804213e-06,9.73171420239979e-05,-0.000159279111415952,8.95665877371703e-05,-1.68267492771406e-05,6.52998774839746e-07,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.9119376475524,0.0111328359916329,-0.00022188679503261,1.56863274651296e-06,-9.36648036133137e-07,1.28101096490946e-06,-5.47280919149235e-06,-2.77167557711526e-05,0.000164684584710992,-0.000283140496825381,0.000180806393874522,-1.22165052533536e-05,-2.19358746150893e-05,6.62811183941947e-06,-4.29521221189109e-06,8.89062243248443e-07,1.2590836789264e-05,-2.99217051116733e-05,1.86335502986801e-05,-2.33185330824907e-05,8.46062799168515e-06,0.00010438478259554,-0.000167115655281065,9.28446132901902e-05,-1.73855061729528e-05,6.80764943558562e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,362.5,435,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.8680429342847,0.00668642049972638,-7.25223193436678e-05,-2.73861314168916e-07,8.30352524185042e-07,-1.50545725718811e-06,-2.57149185666794e-05,0.000138737925165226,-0.000203029549238779,2.22000648768864e-05,0.00017544946901212,-0.000149805885369392,4.56211591897826e-05,-9.92820401175811e-07,1.06035728234866e-05,-4.30404568205323e-06,-4.38122825546744e-05,4.82993661335507e-05,-2.92796144030685e-06,-5.44245148553974e-05,8.04364383018567e-05,-8.5275572787153e-06,-8.21357807046626e-05,6.81307188079534e-05,-2.85077061182391e-06,-9.97797024694514e-06,1.60914588863031e-06,-7.31570909447149e-06,-6.04916689997922e-05,0.000235438213936981,-0.000296075242844282,0.000156253938089506,-3.22894283234773e-05,3.37459131447857e-06,-5.34235624477314e-07,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1
"65+",2,-14.6364213024189,-0.00526588252359538,8.66833614154176e-05,-2.94544072788962e-07,-3.72151057135038e-07,1.96542070292321e-06,1.4073266680396e-05,-8.04898047943557e-05,0.000226664129665311,-0.000280309487290522,3.07766544823438e-05,0.000240956030172401,-0.000256187950345106,0.00015606071886401,-6.06626551512157e-05,9.47865622576304e-06,-8.50550513858673e-06,1.2333515352581e-05,5.68667573283212e-05,-0.000207340747926475,0.000270036691298748,-0.000200065000716122,0.000153933669738927,-0.000170243272570256,0.000145841411841718,-1.87296221447797e-05,-0.000124701464886959,0.00013418561704598,-4.72266436067842e-05,2.38100740306583e-06,-2.5396493450868e-06,8.56030574038217e-06,4.29416570560609e-06,-0.000151941323443912,0.000425717158939451,-0.000510494018651737,0.000312387093352418,-0.000108791929669091,2.55239881053143e-05,-3.74772379544043e-06,6.10870769470891e-07,48.3333333333333,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015
"0-17",3,-13.922251285616,0.00283449673074947,-2.25105642367203e-05,1.4069166187545e-08,6.75336199935309e-08,-9.74497601485765e-07,-1.93731978763918e-05,0.000123332181282345,-0.000194846054346515,2.16068918030684e-05,0.000169672205377602,-0.000113816812128133,3.31022776805641e-05,-8.65040410800418e-06,-6.55717409329395e-05,0.000119259822929692,-0.000104055498599831,1.57057532539041e-05,0.000114971327415724,-0.000158079938287752,7.25531928696663e-05,-1.74295358511349e-06,-2.35114226817088e-06,-2.02767474106449e-05,8.02020510804213e-06,9.73171420239979e-05,-0.000159279111415952,8.95665877371703e-05,-1.68267492771406e-05,6.52998774839746e-07,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9119376475524,0.0111328359916329,-0.00022188679503261,1.56863274651296e-06,-9.36648036133137e-07,1.28101096490946e-06,-5.47280919149235e-06,-2.77167557711526e-05,0.000164684584710992,-0.000283140496825381,0.000180806393874522,-1.22165052533536e-05,-2.19358746150893e-05,6.62811183941947e-06,-4.29521221189109e-06,8.89062243248443e-07,1.2590836789264e-05,-2.99217051116733e-05,1.86335502986801e-05,-2.33185330824907e-05,8.46062799168515e-06,0.00010438478259554,-0.000167115655281065,9.28446132901902e-05,-1.73855061729528e-05,6.80764943558562e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,362.5,435,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",3,-14.8680429342847,0.00668642049972638,-7.25223193436678e-05,-2.73861314168916e-07,8.30352524185042e-07,-1.50545725718811e-06,-2.57149185666794e-05,0.000138737925165226,-0.000203029549238779,2.22000648768864e-05,0.00017544946901212,-0.000149805885369392,4.56211591897826e-05,-9.92820401175811e-07,1.06035728234866e-05,-4.30404568205323e-06,-4.38122825546744e-05,4.82993661335507e-05,-2.92796144030685e-06,-5.44245148553974e-05,8.04364383018567e-05,-8.5275572787153e-06,-8.21357807046626e-05,6.81307188079534e-05,-2.85077061182391e-06,-9.97797024694514e-06,1.60914588863031e-06,-7.31570909447149e-06,-6.04916689997922e-05,0.000235438213936981,-0.000296075242844282,0.000156253938089506,-3.22894283234773e-05,3.37459131447857e-06,-5.34235624477314e-07,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1
"65+",3,-14.6364213024189,-0.00526588252359538,8.66833614154176e-05,-2.94544072788962e-07,-3.72151057135038e-07,1.96542070292321e-06,1.4073266680396e-05,-8.04898047943557e-05,0.000226664129665311,-0.000280309487290522,3.07766544823438e-05,0.000240956030172401,-0.000256187950345106,0.00015606071886401,-6.06626551512157e-05,9.47865622576304e-06,-8.50550513858673e-06,1.2333515352581e-05,5.68667573283212e-05,-0.000207340747926475,0.000270036691298748,-0.000200065000716122,0.000153933669738927,-0.000170243272570256,0.000145841411841718,-1.87296221447797e-05,-0.000124701464886959,0.00013418561704598,-4.72266436067842e-05,2.38100740306583e-06,-2.5396493450868e-06,8.56030574038217e-06,4.29416570560609e-06,-0.000151941323443912,0.000425717158939451,-0.000510494018651737,0.000312387093352418,-0.000108791929669091,2.55239881053143e-05,-3.74772379544043e-06,6.10870769470891e-07,48.3333333333333,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015
"0-17",4,-14.9868457547058,0.000177619602431366,-6.35955051006541e-07,5.88657707440807e-10,5.22480296795521e-07,-3.70953644747166e-06,0.000129634211780908,-0.000410750167618672,0.000527744453143577,-0.000372047405369748,0.000217049340356594,-0.000139924942132771,5.81814701144708e-05,-5.66471707896591e-06,4.12593178716183e-06,-9.53149047250532e-06,-2.9521886082971e-05,0.000167824140269812,-0.000313408850581452,0.00029330797584965,-0.000151604102210982,4.19219781365156e-05,-2.74865501011122e-06,-5.28317726894903e-06,-2.37909635060091e-06,8.85488986565548e-06,3.5896890544666e-05,-0.000153812969038338,0.000341907469836998,-0.000492044891441001,0.000487161182329734,-0.00053542484140397,0,0,0,0,0,0,0,0,0,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1063.33333333333,1087.5,1111.66666666667,1135.83333333333,1160,1184.16666666667,1208.33333333333,1232.5,1256.66666666667,1353.33333333333,1401.66666666667,1425.83333333333,1450,1474.16666666667,1498.33333333333,1522.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",4,-15.0000650778119,0.00019316718177525,-6.9164108544365e-07,6.40217633162779e-10,5.75880655198371e-07,-4.08676077444039e-06,0.000143978746116823,-0.000455644784859957,0.000581948616930994,-0.000400082373385216,0.000211569921891566,-0.000117823532104444,4.42586268458051e-05,-2.83983939602671e-06,-2.06595586312987e-06,8.1903764933823e-06,-1.9738047224819e-05,1.32005223585469e-05,-1.5479352169281e-05,3.52047659239223e-05,-1.05406614863072e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1087.5,1329.16666666667,1353.33333333333,1377.5,1522.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",4,-15.013462102983,0.000245428560430166,-8.86864450096075e-07,8.29228214197701e-10,-5.02211095450002e-07,3.06257192896534e-06,-9.78616992596711e-06,6.79613980394921e-06,0.000155602372798923,-0.000507699673253971,0.000651008048507469,-0.000446708733078475,0.00023468389443311,-0.000130833682126099,5.13461803482261e-05,-6.32123391546767e-06,1.53812915332792e-06,-2.53739269775918e-06,5.81291074713017e-07,9.72210231255514e-06,-3.0170353991554e-05,2.41589424825297e-05,-4.70146118841725e-06,3.19458517541511e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1039.16666666667,1087.5,1208.33333333333,1329.16666666667,1353.33333333333,1377.5,1450,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",4,-15.0142081088653,0.000259046263635658,-9.36138054160743e-07,8.75363181767347e-10,-5.32705536710144e-07,3.24865083638331e-06,-1.03821363921548e-05,7.19179043013885e-06,0.000166176397129715,-0.000541667221175174,0.000692235738940331,-0.000468509106584248,0.000234415675226615,-0.000120415896266014,4.38179182514393e-05,-5.49974984552186e-06,1.15519147855291e-06,-1.4493639827867e-06,5.58678656424125e-07,8.48833756872488e-06,-2.29872097440026e-05,1.59520627825813e-05,-2.24539979956954e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1039.16666666667,1111.66666666667,1305,1329.16666666667,1353.33333333333,1377.5,1474.16666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
