region,date,strain,share
USA,2022-02-19,0,0.966951659232449
USA,2022-02-19,1,0.0330145431691092
USA,2022-02-19,2,2.30709870807164e-05
USA,2022-02-19,3,0
USA,2022-02-19,4,1.07266113611823e-05
USA,2022-03-05,0,0.883362991243033
USA,2022-03-05,1,0.116617075003051
USA,2022-03-05,2,1.9933753915865e-05
USA,2022-03-05,3,0
USA,2022-03-05,4,0
USA,2022-03-19,0,0.64301580422239
USA,2022-03-19,1,0.356957884500696
USA,2022-03-19,2,2.63112769137187e-05
USA,2022-03-19,3,0
USA,2022-03-19,4,0
USA,2022-04-02,0,0.292402374768903
USA,2022-04-02,1,0.707516011557521
USA,2022-04-02,2,0
USA,2022-04-02,3,0
USA,2022-04-02,4,8.16136735755683e-05
USA,2022-04-16,0,0.0850267006840537
USA,2022-04-16,1,0.914934108891211
USA,2022-04-16,2,1.9595212367506e-05
USA,2022-04-16,3,0
USA,2022-04-16,4,1.9595212367506e-05
USA,2022-04-30,0,0.0225574717437747
USA,2022-04-30,1,0.977442528256225
USA,2022-04-30,2,0
USA,2022-04-30,3,0
USA,2022-04-30,4,0
USA,2022-05-14,0,0.00526495798701339
USA,2022-05-14,1,0.994682454481486
USA,2022-05-14,2,3.96128685037652e-05
USA,2022-05-14,3,0
USA,2022-05-14,4,1.29746629970066e-05
USA,2022-05-28,0,0.0017220217159593
USA,2022-05-28,1,0.998248241056887
USA,2022-05-28,2,1.48686135771603e-05
USA,2022-05-28,3,1.48686135771603e-05
USA,2022-05-28,4,0
USA,2022-06-11,0,0.00110512824191318
USA,2022-06-11,1,0.998894871758087
USA,2022-06-11,2,0
USA,2022-06-11,3,0
USA,2022-06-11,4,0
USA,2022-06-25,0,0.000440263216409731
USA,2022-06-25,1,0.999415547386136
USA,2022-06-25,2,0.000144189397454075
USA,2022-06-25,3,0
USA,2022-06-25,4,0
USA,2022-07-09,0,0.000528469041704261
USA,2022-07-09,1,0.999158199623996
USA,2022-07-09,2,0.000313331334299838
USA,2022-07-09,3,0
USA,2022-07-09,4,0
USA,2022-07-23,0,0.000573817005726697
USA,2022-07-23,1,0.99881586716672
USA,2022-07-23,2,0.000610315827553101
USA,2022-07-23,3,0
USA,2022-07-23,4,0
USA,2022-08-06,0,0.0004716738211566
USA,2022-08-06,1,0.997589461952594
USA,2022-08-06,2,0.0019388642262492
USA,2022-08-06,3,0
USA,2022-08-06,4,0
USA,2022-08-20,0,0.000497063902037763
USA,2022-08-20,1,0.995705617109751
USA,2022-08-20,2,0.00379731898821135
USA,2022-08-20,3,0
USA,2022-08-20,4,0
USA,2022-09-03,0,0.000671408340492122
USA,2022-09-03,1,0.992536189090386
USA,2022-09-03,2,0.00679240256912216
USA,2022-09-03,3,0
USA,2022-09-03,4,0
USA,2022-09-17,0,0.000441228442254399
USA,2022-09-17,1,0.985219389500124
USA,2022-09-17,2,0.0143393820576214
USA,2022-09-17,3,0
USA,2022-09-17,4,0
USA,2022-10-01,0,0.000545910462219607
USA,2022-10-01,1,0.964341530586463
USA,2022-10-01,2,0.035112558951317
USA,2022-10-01,3,0
USA,2022-10-01,4,0
USA,2022-10-15,0,0.000759473524898128
USA,2022-10-15,1,0.91171781134515
USA,2022-10-15,2,0.0875227151299517
USA,2022-10-15,3,0
USA,2022-10-15,4,0
USA,2022-10-29,0,0.000947438548427339
USA,2022-10-29,1,0.800656519687466
USA,2022-10-29,2,0.198344343552198
USA,2022-10-29,3,0
USA,2022-10-29,4,5.16982119087273e-05
USA,2022-11-12,0,0.000579484642780128
USA,2022-11-12,1,0.652935772041641
USA,2022-11-12,2,0.346460949139789
USA,2022-11-12,3,2.37941757905882e-05
USA,2022-11-12,4,0
USA,2022-11-26,0,0.000183842703625865
USA,2022-11-26,1,0.472046769011091
USA,2022-11-26,2,0.527769388285283
USA,2022-11-26,3,0
USA,2022-11-26,4,0
USA,2022-12-10,0,0.00024593717996182
USA,2022-12-10,1,0.330675077256354
USA,2022-12-10,2,0.669062390522922
USA,2022-12-10,3,0
USA,2022-12-10,4,1.65950407623076e-05
USA,2022-12-24,0,0.00118707288909916
USA,2022-12-24,1,0.223527940395015
USA,2022-12-24,2,0.775219459041211
USA,2022-12-24,3,6.5527674674601e-05
USA,2022-12-24,4,0
USA,2023-01-07,0,0.000209923595777388
USA,2023-01-07,1,0.15635948508086
USA,2023-01-07,2,0.843222463455116
USA,2023-01-07,3,0.000208127868246934
USA,2023-01-07,4,0
USA,2023-01-21,0,0.00119781684760875
USA,2023-01-21,1,0.0926640586772142
USA,2023-01-21,2,0.905481460026069
USA,2023-01-21,3,0.000656664449107829
USA,2023-01-21,4,0
USA,2023-02-04,0,0.000155376485695391
USA,2023-02-04,1,0.0464288496056171
USA,2023-02-04,2,0.95031864748025
USA,2023-02-04,3,0.00309712642843746
USA,2023-02-04,4,0
USA,2023-02-18,0,0.000211361736702973
USA,2023-02-18,1,0.0276512256089071
USA,2023-02-18,2,0.967679646255696
USA,2023-02-18,3,0.00445776639869376
USA,2023-02-18,4,0
USA,2023-03-04,0,0
USA,2023-03-04,1,0.0138333583162118
USA,2023-03-04,2,0.97367167070972
USA,2023-03-04,3,0.0124949709740684
USA,2023-03-04,4,0
USA,2023-03-18,0,0.000105076414278984
USA,2023-03-18,1,0.00834030884452761
USA,2023-03-18,2,0.967514486432427
USA,2023-03-18,3,0.024040128308767
USA,2023-03-18,4,0
USA,2023-04-01,0,0.000257175351727298
USA,2023-04-01,1,0.00388131162808149
USA,2023-04-01,2,0.94937329840067
USA,2023-04-01,3,0.0464882146195212
USA,2023-04-01,4,0
USA,2023-04-15,0,0.000304092881608727
USA,2023-04-15,1,0.00254789748408552
USA,2023-04-15,2,0.926209427910245
USA,2023-04-15,3,0.0709385817240609
USA,2023-04-15,4,0
USA,2023-04-29,0,9.73495319179166e-05
USA,2023-04-29,1,0.00347774516853757
USA,2023-04-29,2,0.894873703483731
USA,2023-04-29,3,0.101551201815813
USA,2023-04-29,4,0
USA,2023-05-13,0,8.75763598948325e-05
USA,2023-05-13,1,0.00289992446583084
USA,2023-05-13,2,0.849240367873971
USA,2023-05-13,3,0.147772131300303
USA,2023-05-13,4,0
USA,2023-05-27,0,0
USA,2023-05-27,1,0.00476909414540202
USA,2023-05-27,2,0.782242687084269
USA,2023-05-27,3,0.21298821877033
USA,2023-05-27,4,0
USA,2023-06-10,0,0.000129726851142908
USA,2023-06-10,1,0.000931736154595197
USA,2023-06-10,2,0.736805463925407
USA,2023-06-10,3,0.262133073068855
USA,2023-06-10,4,0
USA,2023-06-24,0,0
USA,2023-06-24,1,0.00207208995159282
USA,2023-06-24,2,0.696261665489134
USA,2023-06-24,3,0.301666244559274
USA,2023-06-24,4,0
USA,2023-07-08,0,0
USA,2023-07-08,1,0.00124333462280507
USA,2023-07-08,2,0.664159230101225
USA,2023-07-08,3,0.33459743527597
USA,2023-07-08,4,0
USA,2023-07-22,0,0.000422573608579519
USA,2023-07-22,1,0.00170284526079386
USA,2023-07-22,2,0.606616536141903
USA,2023-07-22,3,0.391258044988723
USA,2023-07-22,4,0
USA,2023-08-05,0,0.000307704731492628
USA,2023-08-05,1,0.00107063910596513
USA,2023-08-05,2,0.559438164126024
USA,2023-08-05,3,0.438870698586969
USA,2023-08-05,4,0.000312793449549339
USA,2023-08-19,0,0
USA,2023-08-19,1,0.000114397612216151
USA,2023-08-19,2,0.522251213128676
USA,2023-08-19,3,0.477138567408065
USA,2023-08-19,4,0.000495821851042624
USA,2023-09-02,0,5.84823274787148e-05
USA,2023-09-02,1,0.000101151981183643
USA,2023-09-02,2,0.456773794534345
USA,2023-09-02,3,0.540364628993511
USA,2023-09-02,4,0.00270194216348143
USA,2023-09-16,0,0.000113039134198842
USA,2023-09-16,1,0
USA,2023-09-16,2,0.40941443023547
USA,2023-09-16,3,0.588497686102104
USA,2023-09-16,4,0.00197484452822706
USA,2023-09-30,0,6.33644583824118e-05
USA,2023-09-30,1,0.000288818177746515
USA,2023-09-30,2,0.349390055386153
USA,2023-09-30,3,0.646671342664653
USA,2023-09-30,4,0.00358641931306499
USA,2023-10-14,0,0
USA,2023-10-14,1,0.000934343353754617
USA,2023-10-14,2,0.306832654390203
USA,2023-10-14,3,0.687433637565111
USA,2023-10-14,4,0.00479936469093144
USA,2023-10-28,0,0
USA,2023-10-28,1,0.00149121910514502
USA,2023-10-28,2,0.245491877479471
USA,2023-10-28,3,0.738939454595949
USA,2023-10-28,4,0.0140774488194353
USA,2023-11-11,0,0
USA,2023-11-11,1,0.000895499875795113
USA,2023-11-11,2,0.190015951785334
USA,2023-11-11,3,0.759525237297875
USA,2023-11-11,4,0.0495633110409954
USA,2023-11-25,0,0
USA,2023-11-25,1,0.00160323000193937
USA,2023-11-25,2,0.141008556261092
USA,2023-11-25,3,0.75287989493809
USA,2023-11-25,4,0.104508318798879
USA,2023-12-09,0,0
USA,2023-12-09,1,0.00303161664541078
USA,2023-12-09,2,0.107542375464805
USA,2023-12-09,3,0.633441647149348
USA,2023-12-09,4,0.255984360740436
USA,2023-12-23,0,0
USA,2023-12-23,1,0.00393548064622104
USA,2023-12-23,2,0.0731746853751204
USA,2023-12-23,3,0.438632552189733
USA,2023-12-23,4,0.484257281788925
USA,2024-01-06,0,0
USA,2024-01-06,1,0.00312261517937146
USA,2024-01-06,2,0.0416056174597657
USA,2024-01-06,3,0.243682654140209
USA,2024-01-06,4,0.711589113220654
USA,2024-01-20,0,0.00060805651934936
USA,2024-01-20,1,0.00647334034171807
USA,2024-01-20,2,0.0170384049250349
USA,2024-01-20,3,0.10980283788704
USA,2024-01-20,4,0.866077360326857
USA,2024-02-03,0,6.54271631154857e-05
USA,2024-02-03,1,0.00585486909795611
USA,2024-02-03,2,0.00861799872261629
USA,2024-02-03,3,0.0410662073178307
USA,2024-02-03,4,0.944395497698481
USA,2024-02-17,0,0.000154996879647633
USA,2024-02-17,1,0.00723662633920186
USA,2024-02-17,2,0.00501810166449046
USA,2024-02-17,3,0.0226999009076644
USA,2024-02-17,4,0.964890374208996
USA,2024-03-02,0,0.000107687685385235
USA,2024-03-02,1,0.00925822612991907
USA,2024-03-02,2,0.00401305282660636
USA,2024-03-02,3,0.00996623412445413
USA,2024-03-02,4,0.976654799233635
USA,2024-03-16,0,0.00222238112596278
USA,2024-03-16,1,0.00295648500780039
USA,2024-03-16,2,0.00340944321702699
USA,2024-03-16,3,0.00766628015518636
USA,2024-03-16,4,0.983745410494023
